date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:47:43	188058/188058	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Dec%202022%2014:37:54%20GMT	https://cambridge-club.kyiv.ua/wp-content/uploads/2022/12/anglijska-mova-dlya-ditej-2-700x454-1.jpg	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/uploads/2022/12/anglijska-mova-dlya-ditej-2-700x454-1.jpg	(from https://cambridge-club.kyiv.ua/)
19:47:43	101603/101603	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2014:17:47%20GMT	https://cambridge-club.kyiv.ua/vyvchennia-anhliiskoi-movy/	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/vyvchennia-anhliiskoi-movy/index.html	(from https://cambridge-club.kyiv.ua/)
19:47:44	746618/746618	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2014:17:48%20GMT	https://cambridge-club.kyiv.ua/blog-pro-navchannya-anhiyskiy-movi/	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/blog-pro-navchannya-anhiyskiy-movi/index.html	(from https://cambridge-club.kyiv.ua/)
19:47:44	106913/106913	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2014:17:47%20GMT	https://cambridge-club.kyiv.ua/vchytel-anhliyskoi-movy/	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/vchytel-anhliyskoi-movy/index.html	(from https://cambridge-club.kyiv.ua/)
19:47:44	82914/82914	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Dec%202022%2012:24:26%20GMT	https://cambridge-club.kyiv.ua/wp-content/uploads/2022/12/international-1-2.jpg	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/uploads/2022/12/international-1-2.jpg	(from https://cambridge-club.kyiv.ua/)
19:47:44	107389/107389	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2014:17:49%20GMT	https://cambridge-club.kyiv.ua/vidhuky-pro-shkolu-anhiyskoi-movy/	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/vidhuky-pro-shkolu-anhiyskoi-movy/index.html	(from https://cambridge-club.kyiv.ua/)
19:47:44	45870/45870	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Dec%202022%2010:56:10%20GMT	https://cambridge-club.kyiv.ua/wp-content/uploads/2022/12/trenynh-dlia-uchytelej.jpg	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/uploads/2022/12/trenynh-dlia-uchytelej.jpg	(from https://cambridge-club.kyiv.ua/)
19:47:44	32137/32137	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Dec%202022%2010:57:03%20GMT	https://cambridge-club.kyiv.ua/wp-content/uploads/2022/12/yndyvydualnye-kursy-anhlyjskoho-700x467-1.jpg	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/uploads/2022/12/yndyvydualnye-kursy-anhlyjskoho-700x467-1.jpg	(from https://cambridge-club.kyiv.ua/)
19:47:45	29381/29381	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Dec%202022%2010:58:37%20GMT	https://cambridge-club.kyiv.ua/wp-content/uploads/2022/12/english-courses-for-teens-700x467-1.jpeg	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/uploads/2022/12/english-courses-for-teens-700x467-1.jpg	(from https://cambridge-club.kyiv.ua/)
19:47:45	83647/83647	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2014:17:49%20GMT	https://cambridge-club.kyiv.ua/shkola-anhliyskoyi-solomyanskyy-rayon/	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/shkola-anhliyskoyi-solomyanskyy-rayon/index.html	(from https://cambridge-club.kyiv.ua/)
19:47:45	141145/141145	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2014:17:50%20GMT	https://cambridge-club.kyiv.ua/kursy-anhliyskoyi-movy-kyiv/	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/kursy-anhliyskoyi-movy-kyiv/index.html	(from https://cambridge-club.kyiv.ua/)
19:47:45	111646/111646	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Apr%202024%2014:37:00%20GMT	https://cambridge-club.kyiv.ua/wp-content/uploads/2024/04/english-school-kyiv-stories.jpg	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/uploads/2024/04/english-school-kyiv-stories.jpg	(from https://cambridge-club.kyiv.ua/)
19:47:46	102890/102890	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Dec%202022%2006:38:48%20GMT	https://cambridge-club.kyiv.ua/wp-content/themes/cambridge/images/benefits_img.png	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/themes/cambridge/images/benefits_img.png	(from https://cambridge-club.kyiv.ua/)
19:47:46	236925/236925	---M--	200	added ('OK')	application/pdf	date:Mon,%2020%20Feb%202023%2019:46:19%20GMT	https://cambridge-club.kyiv.ua/wp-content/uploads/2023/02/exam-dates-wall-chart-2023-v5.pdf	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/uploads/2023/02/exam-dates-wall-chart-2023-v5.pdf	(from https://cambridge-club.kyiv.ua/)
19:47:46	169412/169412	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2014:17:51%20GMT	https://cambridge-club.kyiv.ua/kursy-anhliyskoyi-movy-kyiv/kursy-anhliyskoyi-dlya-pidlitkiv-kyiv/	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/kursy-anhliyskoyi-movy-kyiv/kursy-anhliyskoyi-dlya-pidlitkiv-kyiv/index.html	(from https://cambridge-club.kyiv.ua/)
19:47:47	170293/170293	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2014:17:51%20GMT	https://cambridge-club.kyiv.ua/kursy-anhliyskoyi-movy-kyiv/kursy-anhliyskoyi-dlya-ditey-kyiv/	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/kursy-anhliyskoyi-movy-kyiv/kursy-anhliyskoyi-dlya-ditey-kyiv/index.html	(from https://cambridge-club.kyiv.ua/)
19:47:47	44455/44455	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Dec%202022%2014:38:29%20GMT	https://cambridge-club.kyiv.ua/wp-content/uploads/2022/12/lev-e1576348584516.png	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/uploads/2022/12/lev-e1576348584516.png	(from https://cambridge-club.kyiv.ua/)
19:47:47	33126/33126	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Dec%202022%2014:38:23%20GMT	https://cambridge-club.kyiv.ua/wp-content/uploads/2022/12/002.png	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/uploads/2022/12/002.png	(from https://cambridge-club.kyiv.ua/)
19:47:47	19711/19711	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Dec%202022%2014:41:30%20GMT	https://cambridge-club.kyiv.ua/wp-content/uploads/2022/12/003.png	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/uploads/2022/12/003.png	(from https://cambridge-club.kyiv.ua/)
19:47:47	56819/56819	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Dec%202022%2014:38:32%20GMT	https://cambridge-club.kyiv.ua/wp-content/uploads/2022/12/logo1.png	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/uploads/2022/12/logo1.png	(from https://cambridge-club.kyiv.ua/)
19:47:48	168365/168365	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2014:17:52%20GMT	https://cambridge-club.kyiv.ua/kursy-anhliyskoyi-movy-kyiv/kursy-anhliyskoyi-movy-dlya-doroslykh-kyiv/	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/kursy-anhliyskoyi-movy-kyiv/kursy-anhliyskoyi-movy-dlya-doroslykh-kyiv/index.html	(from https://cambridge-club.kyiv.ua/)
19:47:48	38256/38256	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Dec%202022%2014:38:30%20GMT	https://cambridge-club.kyiv.ua/wp-content/uploads/2022/12/lik.png	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/uploads/2022/12/lik.png	(from https://cambridge-club.kyiv.ua/)
19:47:48	173040/173040	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2014:17:53%20GMT	https://cambridge-club.kyiv.ua/kursy-anhliyskoyi-movy-kyiv/indyvidualni-kursy-anhliyskoi-movy-kyiv/	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/kursy-anhliyskoyi-movy-kyiv/indyvidualni-kursy-anhliyskoi-movy-kyiv/index.html	(from https://cambridge-club.kyiv.ua/)
19:47:48	19941/19941	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Dec%202022%2014:38:33%20GMT	https://cambridge-club.kyiv.ua/wp-content/uploads/2022/12/st.png	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/uploads/2022/12/st.png	(from https://cambridge-club.kyiv.ua/)
19:47:49	46348/46348	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Dec%202022%2014:38:27%20GMT	https://cambridge-club.kyiv.ua/wp-content/uploads/2022/12/image0.png	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/uploads/2022/12/image0.png	(from https://cambridge-club.kyiv.ua/)
19:47:49	137161/137161	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2014:17:53%20GMT	https://cambridge-club.kyiv.ua/onlayn-kursy-angliyskoi-movy/	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/onlayn-kursy-angliyskoi-movy/index.html	(from https://cambridge-club.kyiv.ua/)
19:47:49	57332/57332	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Dec%202022%2014:38:31%20GMT	https://cambridge-club.kyiv.ua/wp-content/uploads/2022/12/llg-1.png	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/uploads/2022/12/llg-1.png	(from https://cambridge-club.kyiv.ua/)
19:47:49	141479/141479	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2014:17:54%20GMT	https://cambridge-club.kyiv.ua/onlayn-kursy-angliyskoi-movy/onlayn-kursy-angliyskoi-dlya-ditey/	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/onlayn-kursy-angliyskoi-movy/onlayn-kursy-angliyskoi-dlya-ditey/index.html	(from https://cambridge-club.kyiv.ua/)
19:47:49	67159/67159	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Dec%202022%2014:38:25%20GMT	https://cambridge-club.kyiv.ua/wp-content/uploads/2022/12/22shk.png	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/uploads/2022/12/22shk.png	(from https://cambridge-club.kyiv.ua/)
19:47:49	29076/29076	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Dec%202022%2014:38:34%20GMT	https://cambridge-club.kyiv.ua/wp-content/uploads/2022/12/lohotyp.png	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/uploads/2022/12/lohotyp.png	(from https://cambridge-club.kyiv.ua/)
19:47:50	141076/141076	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2014:17:54%20GMT	https://cambridge-club.kyiv.ua/onlayn-kursy-angliyskoi-movy/onlayn-kursy-angliyskoi-dlya-shkolyariv/	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/onlayn-kursy-angliyskoi-movy/onlayn-kursy-angliyskoi-dlya-shkolyariv/index.html	(from https://cambridge-club.kyiv.ua/)
19:47:50	95285/95285	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Dec%202022%2014:38:26%20GMT	https://cambridge-club.kyiv.ua/wp-content/uploads/2022/12/11059889_1078715558825119_9154119483184639405_n.png	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/uploads/2022/12/11059889_1078715558825119_9154119483184639405_n.png	(from https://cambridge-club.kyiv.ua/)
19:47:50	16253/16253	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20May%202023%2014:11:57%20GMT	https://cambridge-club.kyiv.ua/wp-content/uploads/2023/05/reviewer-2135-150x150.jpg	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/uploads/2023/05/reviewer-2135-150x150.jpg	(from https://cambridge-club.kyiv.ua/)
19:47:50	8119/8119	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20May%202023%2014:12:55%20GMT	https://cambridge-club.kyiv.ua/wp-content/uploads/2023/05/reviewer-2138-150x150.jpg	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/uploads/2023/05/reviewer-2138-150x150.jpg	(from https://cambridge-club.kyiv.ua/)
19:47:51	141848/141848	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2014:17:55%20GMT	https://cambridge-club.kyiv.ua/onlayn-kursy-angliyskoi-movy/onlayn-kursy-angliyskoi-dlya-doroslykh/	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/onlayn-kursy-angliyskoi-movy/onlayn-kursy-angliyskoi-dlya-doroslykh/index.html	(from https://cambridge-club.kyiv.ua/)
19:47:51	28161/28161	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Aug%202024%2012:51:22%20GMT	https://cambridge-club.kyiv.ua/wp-content/uploads/2024/08/vidhuk-1.png	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/uploads/2024/08/vidhuk-1.png	(from https://cambridge-club.kyiv.ua/)
19:47:51	144584/144584	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2014:17:56%20GMT	https://cambridge-club.kyiv.ua/onlayn-kursy-angliyskoi-movy/indyvidualni-zanyattya-anhliiskoyu-onlain/	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/onlayn-kursy-angliyskoi-movy/indyvidualni-zanyattya-anhliiskoyu-onlain/index.html	(from https://cambridge-club.kyiv.ua/)
19:47:51	139239/139239	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2014:17:56%20GMT	https://cambridge-club.kyiv.ua/onlayn-kursy-angliyskoi-movy/pidhotovka-do-mizhnarodnoho-ispytu-cambridge-english-advanced-onlayn/	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/onlayn-kursy-angliyskoi-movy/pidhotovka-do-mizhnarodnoho-ispytu-cambridge-english-advanced-onlayn/index.html	(from https://cambridge-club.kyiv.ua/)
19:47:52	5540/5540	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20May%202023%2014:09:02%20GMT	https://cambridge-club.kyiv.ua/wp-content/uploads/2023/05/reviewer-2129-150x150.jpg	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/uploads/2023/05/reviewer-2129-150x150.jpg	(from https://cambridge-club.kyiv.ua/)
19:47:52	138368/138368	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2014:17:56%20GMT	https://cambridge-club.kyiv.ua/onlayn-kursy-angliyskoi-movy/onlayn-kursy-z-pidhotovky-do-nmt-z-anhliyskoi-movy/	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/onlayn-kursy-angliyskoi-movy/onlayn-kursy-z-pidhotovky-do-nmt-z-anhliyskoi-movy/index.html	(from https://cambridge-club.kyiv.ua/)
19:47:52	139586/139586	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2014:17:57%20GMT	https://cambridge-club.kyiv.ua/treninhy-dlya-vykladachiv-anhliyskoyi-movy/	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/treninhy-dlya-vykladachiv-anhliyskoyi-movy/index.html	(from https://cambridge-club.kyiv.ua/)
19:47:52	16653/16653	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20May%202023%2014:06:18%20GMT	https://cambridge-club.kyiv.ua/wp-content/uploads/2023/05/reviewer-2123-150x150.jpg	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/uploads/2023/05/reviewer-2123-150x150.jpg	(from https://cambridge-club.kyiv.ua/)
19:47:52	5100/5100	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20May%202023%2014:10:54%20GMT	https://cambridge-club.kyiv.ua/wp-content/uploads/2023/05/reviewer-2132-150x150.jpg	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/uploads/2023/05/reviewer-2132-150x150.jpg	(from https://cambridge-club.kyiv.ua/)
19:47:53	165000/165000	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2014:17:57%20GMT	https://cambridge-club.kyiv.ua/treninhy-dlya-vykladachiv-anhliyskoyi-movy/kursy-pidvyshchennia-kvalifikatsii-dlia-vchyteliv-anhliiskoi-movy/	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/treninhy-dlya-vykladachiv-anhliyskoyi-movy/kursy-pidvyshchennia-kvalifikatsii-dlia-vchyteliv-anhliiskoi-movy/index.html	(from https://cambridge-club.kyiv.ua/)
19:47:53	162574/162574	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2014:17:58%20GMT	https://cambridge-club.kyiv.ua/treninhy-dlya-vykladachiv-anhliyskoyi-movy/8-hour-tkt-clil-content-and-language-integrated-learning-exam-preparation-course/	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/treninhy-dlya-vykladachiv-anhliyskoyi-movy/8-hour-tkt-clil-content-and-language-integrated-learning-exam-preparation-course/index.html	(from https://cambridge-club.kyiv.ua/)
19:47:53	18311/18311	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20May%202023%2014:08:10%20GMT	https://cambridge-club.kyiv.ua/wp-content/uploads/2023/05/reviewer-2126-150x150.jpg	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/uploads/2023/05/reviewer-2126-150x150.jpg	(from https://cambridge-club.kyiv.ua/)
19:47:53	3837/3837	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20May%202023%2014:05:25%20GMT	https://cambridge-club.kyiv.ua/wp-content/uploads/2023/05/reviewer-2120-150x150.jpg	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/uploads/2023/05/reviewer-2120-150x150.jpg	(from https://cambridge-club.kyiv.ua/)
19:47:54	189317/189317	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2014:17:58%20GMT	https://cambridge-club.kyiv.ua/treninhy-dlya-vykladachiv-anhliyskoyi-movy/event-teaching-knowledge-test-tkt/	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/treninhy-dlya-vykladachiv-anhliyskoyi-movy/event-teaching-knowledge-test-tkt/index.html	(from https://cambridge-club.kyiv.ua/)
19:47:54	11975/11975	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20May%202023%2007:04:57%20GMT	https://cambridge-club.kyiv.ua/wp-content/uploads/2023/05/reviewer-2105-150x150.jpg	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/uploads/2023/05/reviewer-2105-150x150.jpg	(from https://cambridge-club.kyiv.ua/)
19:47:54	179685/179685	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2014:17:59%20GMT	https://cambridge-club.kyiv.ua/treninhy-dlya-vykladachiv-anhliyskoyi-movy/event-tkt-yl-exam-preparation/	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/treninhy-dlya-vykladachiv-anhliyskoyi-movy/event-tkt-yl-exam-preparation/index.html	(from https://cambridge-club.kyiv.ua/)
19:47:54	4718/4718	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20May%202023%2014:03:24%20GMT	https://cambridge-club.kyiv.ua/wp-content/uploads/2023/05/reviewer-2117-150x150.jpg	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/uploads/2023/05/reviewer-2117-150x150.jpg	(from https://cambridge-club.kyiv.ua/)
19:47:54	176238/176238	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2014:17:59%20GMT	https://cambridge-club.kyiv.ua/treninhy-dlya-vykladachiv-anhliyskoyi-movy/17-hour-course-tutorials-for-novices-teaching-based-on-cambridge-framework/	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/treninhy-dlya-vykladachiv-anhliyskoyi-movy/17-hour-course-tutorials-for-novices-teaching-based-on-cambridge-framework/index.html	(from https://cambridge-club.kyiv.ua/)
19:47:56	1787319/1787319	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2014:18:01%20GMT	https://cambridge-club.kyiv.ua/mizhnarodni-ispyty-cambridge-assessment-english/event-cambridge-english-key-ket-cambridge-english-key-for-schools-ket-for-schools/	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/mizhnarodni-ispyty-cambridge-assessment-english/event-cambridge-english-key-ket-cambridge-english-key-for-schools-ket-for-schools/index.html	(from https://cambridge-club.kyiv.ua/)
19:47:58	213923/213923	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Dec%202022%2006:38:48%20GMT	https://cambridge-club.kyiv.ua/wp-content/themes/cambridge/images/school_img.png	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/themes/cambridge/images/school_img.png	(from https://cambridge-club.kyiv.ua/)
19:47:58	1790457/1790457	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2014:18:03%20GMT	https://cambridge-club.kyiv.ua/mizhnarodni-ispyty-cambridge-assessment-english/	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/mizhnarodni-ispyty-cambridge-assessment-english/index.html	(from https://cambridge-club.kyiv.ua/)
19:47:59	1807488/1807488	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2014:18:03%20GMT	https://cambridge-club.kyiv.ua/mizhnarodni-ispyty-cambridge-assessment-english/event-cambridge-english-young-learners-yle-starters-movers-flyers/	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/mizhnarodni-ispyty-cambridge-assessment-english/event-cambridge-english-young-learners-yle-starters-movers-flyers/index.html	(from https://cambridge-club.kyiv.ua/)
19:47:59	1795282/1795282	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2014:18:03%20GMT	https://cambridge-club.kyiv.ua/mizhnarodni-ispyty-cambridge-assessment-english/event-cambridge-english-preliminary-pet-cambridge-english-preliminary-for-schools-pet-for-schools/	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/mizhnarodni-ispyty-cambridge-assessment-english/event-cambridge-english-preliminary-pet-cambridge-english-preliminary-for-schools-pet-for-schools/index.html	(from https://cambridge-club.kyiv.ua/)
19:47:59	179716/179716	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Dec%202022%2006:38:48%20GMT	https://cambridge-club.kyiv.ua/wp-content/themes/cambridge/images/sert_sl_1.jpg	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/themes/cambridge/images/sert_sl_1.jpg	(from https://cambridge-club.kyiv.ua/)
19:47:59	86659/86659	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2001%20Dec%202022%2006:38:48%20GMT	https://cambridge-club.kyiv.ua/wp-content/themes/cambridge/libs/jquery.min.js	D:/cdrivefiles/Desktop/kyiv/cambridge-club.kyiv.ua/wp-content/themes/cambridge/libs/jquery.min.js	(from https://cambridge-club.kyiv.ua/)
